SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,predicted_churn,Churn_Probability,Customer_Grade,Retention_Action
0,1,19.75,19.75,0,9.875,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.6107105307494561,Grade C (Medium Risk),Offer 10% Discount
1,71,56.45,3985.35,0,55.35208333333333,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0.27454283791670564,Grade E (Safe),No Action Required
0,13,85.95,1215.65,0,86.83214285714287,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.827838906272532,Grade B (High Risk),Offer 15% Discount
0,25,58.6,1502.65,1,57.79423076923077,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0.44352041871114967,Grade D (Low Risk),Send Personalized Email
0,67,50.55,3260.1,0,47.942647058823525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.08509719426300631,Grade E (Safe),No Action Required
0,1,35.45,35.45,1,17.725,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.9009599098691596,Grade A (Critical Risk),Free 1 Month Subscription
0,2,44.35,81.25,1,27.08333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7561719678202192,Grade B (High Risk),Offer 15% Discount
0,43,25.7,1188.2,0,27.00454545454545,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0.13887633252598056,Grade E (Safe),No Action Required
0,23,75.0,1778.5,0,74.10416666666667,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5557225638961885,Grade C (Medium Risk),Offer 10% Discount
0,64,20.2,1277.75,0,19.657692307692308,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.006725850347352025,Grade E (Safe),No Action Required
0,57,19.6,1170.55,0,20.181896551724137,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0.06853437970253191,Grade E (Safe),No Action Required
1,1,70.45,70.45,1,35.225,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.9001903274738646,Grade A (Critical Risk),Free 1 Month Subscription
1,72,88.05,6425.65,0,88.02260273972603,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0.04682876441717736,Grade E (Safe),No Action Required
0,8,71.15,563.65,1,62.62777777777777,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.5849270180329276,Grade C (Medium Risk),Offer 10% Discount
0,61,101.05,5971.25,0,96.31048387096774,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.21763126260375146,Grade E (Safe),No Action Required
0,64,84.3,5289.05,0,81.37,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.1945527702087313,Grade E (Safe),No Action Required
1,71,23.95,1756.2,0,24.391666666666666,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.012291860407101533,Grade E (Safe),No Action Required
0,65,99.05,6416.7,0,97.22272727272728,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.08864706167104526,Grade E (Safe),No Action Required
0,3,19.6,61.35,0,15.3375,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.08290349405716448,Grade E (Safe),No Action Required
0,1,45.65,45.65,1,22.825,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8202970138643405,Grade B (High Risk),Offer 15% Discount
0,30,64.5,1929.95,0,62.25645161290323,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.16454229783029872,Grade E (Safe),No Action Required
0,15,69.5,1071.4,0,66.9625,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.3214297208332122,Grade D (Low Risk),Send Personalized Email
0,8,68.55,564.35,0,62.70555555555556,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0.5716544144525376,Grade C (Medium Risk),Offer 10% Discount
0,7,95.0,655.5,1,81.9375,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.8742731107978879,Grade B (High Risk),Offer 15% Discount
0,70,108.15,7930.55,0,111.69788732394366,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0.24956789834420554,Grade E (Safe),No Action Required
0,62,86.1,5215.25,0,82.78174603174604,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.06337439151157497,Grade E (Safe),No Action Required
0,6,19.7,113.5,0,16.214285714285715,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.1615606658186002,Grade E (Safe),No Action Required
0,14,80.9,1152.8,0,76.85333333333332,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7444535613028117,Grade C (Medium Risk),Offer 10% Discount
0,22,84.15,1821.95,0,79.21521739130435,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.6455526715558505,Grade C (Medium Risk),Offer 10% Discount
0,22,20.15,419.9,0,18.256521739130434,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.023456141438366572,Grade E (Safe),No Action Required
0,16,64.25,1024.0,0,60.23529411764706,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.1148260380446048,Grade E (Safe),No Action Required
0,10,25.7,251.6,0,22.87272727272727,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.11709902515275175,Grade E (Safe),No Action Required
0,13,56.0,764.55,0,54.61071428571428,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.42314498933304684,Grade D (Low Risk),Send Personalized Email
0,20,82.4,1592.35,1,75.82619047619048,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6515071329355316,Grade C (Medium Risk),Offer 10% Discount
0,2,69.7,135.2,0,45.06666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7833936448253339,Grade B (High Risk),Offer 15% Discount
0,53,73.9,3958.25,0,73.30092592592592,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0.04949136662073517,Grade E (Safe),No Action Required
0,11,20.6,233.9,0,19.491666666666667,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.10398073040942556,Grade E (Safe),No Action Required
0,69,19.9,1363.45,0,19.477857142857143,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.012159837584330323,Grade E (Safe),No Action Required
0,4,70.9,273.0,1,54.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.825490635472443,Grade B (High Risk),Offer 15% Discount
0,72,89.05,6254.45,0,85.67739726027396,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.006150115865572814,Grade E (Safe),No Action Required
1,58,45.3,2651.2,1,44.93559322033898,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.5886792765917195,Grade C (Medium Risk),Offer 10% Discount
0,16,20.4,321.4,0,18.905882352941177,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.17137496418211776,Grade E (Safe),No Action Required
0,43,84.25,3539.25,0,80.4375,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.24574607192726308,Grade E (Safe),No Action Required
0,2,104.4,242.8,1,80.93333333333334,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0.8883543822929497,Grade B (High Risk),Offer 15% Discount
0,14,81.95,1181.75,0,78.78333333333333,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.13249691548401554,Grade E (Safe),No Action Required
0,53,94.85,5000.2,1,92.59629629629627,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0.44508800270026133,Grade D (Low Risk),Send Personalized Email
0,32,20.55,654.55,0,19.83484848484848,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.04338365837547589,Grade E (Safe),No Action Required
0,34,24.7,780.2,0,22.29142857142857,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.08844955477215992,Grade E (Safe),No Action Required
1,15,74.45,1145.7,1,71.60625,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.7783420661280277,Grade B (High Risk),Offer 15% Discount
1,7,76.45,503.6,1,62.95,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6264469615497763,Grade C (Medium Risk),Offer 10% Discount
0,15,105.35,1559.25,0,97.453125,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.7127101413045025,Grade C (Medium Risk),Offer 10% Discount
0,61,20.55,1252.0,0,20.193548387096776,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0.04510644428778614,Grade E (Safe),No Action Required
0,1,29.95,29.95,1,14.975,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.685783712487341,Grade C (Medium Risk),Offer 10% Discount
0,1,45.3,45.3,0,22.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7146438387076861,Grade C (Medium Risk),Offer 10% Discount
0,8,84.5,662.65,1,73.62777777777778,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.8383527610092351,Grade B (High Risk),Offer 15% Discount
0,33,74.75,2453.3,0,72.15588235294118,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0.24954379076377345,Grade E (Safe),No Action Required
0,13,79.25,1111.65,1,79.40357142857144,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8219706767249934,Grade B (High Risk),Offer 15% Discount
0,1,24.8,24.8,1,12.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7929947240639373,Grade B (High Risk),Offer 15% Discount
0,20,51.8,1023.85,0,48.75476190476191,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.36141535535176156,Grade D (Low Risk),Send Personalized Email
0,3,30.4,82.15,0,20.5375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.6179393481699771,Grade C (Medium Risk),Offer 10% Discount
0,13,19.65,244.8,0,17.485714285714288,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.1288497084804053,Grade E (Safe),No Action Required
0,40,56.6,2379.1,0,58.02682926829268,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2599876342154648,Grade E (Safe),No Action Required
0,43,71.9,3173.35,0,72.12159090909091,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0.18466066542398693,Grade E (Safe),No Action Required
0,6,91.0,531.0,1,75.85714285714286,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.865194071030535,Grade B (High Risk),Offer 15% Discount
0,69,19.75,1375.4,0,19.64857142857143,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.03453371428741899,Grade E (Safe),No Action Required
0,72,109.7,8129.3,0,111.36027397260274,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.054652347110547526,Grade E (Safe),No Action Required
0,59,19.3,1192.7,0,19.87833333333333,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.036287793602873715,Grade E (Safe),No Action Required
0,20,96.55,1901.65,0,90.5547619047619,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.6952588684101878,Grade C (Medium Risk),Offer 10% Discount
0,24,24.1,587.4,0,23.496,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0.07418044256738518,Grade E (Safe),No Action Required
0,59,111.35,6519.75,0,108.6625,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.4765717226789597,Grade D (Low Risk),Send Personalized Email
0,72,112.25,8041.65,0,110.15958904109588,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.1261492780760842,Grade E (Safe),No Action Required
0,1,20.75,20.75,0,10.375,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.5390602989175192,Grade C (Medium Risk),Offer 10% Discount
0,27,101.9,2681.15,0,95.75535714285716,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0.4697801072460003,Grade D (Low Risk),Send Personalized Email
0,14,80.05,1112.3,0,74.15333333333334,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.6521421944117576,Grade C (Medium Risk),Offer 10% Discount
0,71,105.55,7405.5,0,102.85416666666669,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.2176540106891216,Grade E (Safe),No Action Required
0,13,78.3,1033.95,0,73.85357142857143,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0.6797567258904987,Grade C (Medium Risk),Offer 10% Discount
0,44,68.85,2958.95,0,65.75444444444445,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4216765940401824,Grade D (Low Risk),Send Personalized Email
0,33,79.95,2684.85,0,78.96617647058824,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.26894151798174804,Grade E (Safe),No Action Required
0,72,55.45,4179.2,0,57.249315068493146,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0.012439479374558539,Grade E (Safe),No Action Required
0,1,79.9,79.9,1,39.95,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.9360838587175554,Grade A (Critical Risk),Free 1 Month Subscription
0,19,106.6,1934.45,1,96.7225,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0.7675268869759752,Grade B (High Risk),Offer 15% Discount
0,64,102.45,6654.1,0,102.37076923076924,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0.37501775620086236,Grade D (Low Risk),Send Personalized Email
0,2,46.0,84.5,1,28.166666666666668,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.7654864217424558,Grade B (High Risk),Offer 15% Discount
0,1,25.25,25.25,0,12.625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7506934654616892,Grade B (High Risk),Offer 15% Discount
0,61,19.75,1124.2,0,18.13225806451613,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.14369545143844428,Grade E (Safe),No Action Required
0,29,20.0,540.05,0,18.001666666666665,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.07968355975244915,Grade E (Safe),No Action Required
1,23,86.8,1975.85,0,82.32708333333333,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.6579399643315959,Grade C (Medium Risk),Offer 10% Discount
0,57,58.75,3437.45,0,59.26637931034482,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.23536309926275378,Grade E (Safe),No Action Required
0,72,45.25,3139.8,0,43.01095890410959,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.039178343697813964,Grade E (Safe),No Action Required
0,66,56.6,3789.2,0,56.55522388059701,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0.026413413975736166,Grade E (Safe),No Action Required
0,65,84.2,5324.5,0,80.67424242424242,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.053455633636171826,Grade E (Safe),No Action Required
0,8,80.0,624.6,0,69.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7951333964629071,Grade B (High Risk),Offer 15% Discount
0,4,70.15,268.35,1,53.67,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8190752584039803,Grade B (High Risk),Offer 15% Discount
0,71,24.75,1836.9,0,25.512500000000003,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.010347976190798516,Grade E (Safe),No Action Required
0,1,20.2,20.2,0,10.1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.4183057348597594,Grade D (Low Risk),Send Personalized Email
0,4,50.05,179.35,1,35.87,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.5710468337095168,Grade C (Medium Risk),Offer 10% Discount
0,12,19.35,219.35,0,16.873076923076923,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.10056057205106235,Grade E (Safe),No Action Required
0,24,50.6,1288.75,0,51.55,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0.2222325467573706,Grade E (Safe),No Action Required
0,31,81.15,2545.75,0,79.5546875,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0.25147488376470256,Grade E (Safe),No Action Required
0,1,55.2,55.2,1,27.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7606589899699903,Grade B (High Risk),Offer 15% Discount
0,30,89.9,2723.15,0,87.84354838709677,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.4815151183252064,Grade D (Low Risk),Send Personalized Email
0,47,85.3,4107.25,0,85.56770833333333,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0.0370329518208,Grade E (Safe),No Action Required
0,54,108.0,5760.65,0,104.7390909090909,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0.3728013307675021,Grade D (Low Risk),Send Personalized Email
0,50,93.5,4747.5,0,93.08823529411764,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.3199154784408272,Grade D (Low Risk),Send Personalized Email
0,1,84.6,84.6,1,42.3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.809616738450029,Grade B (High Risk),Offer 15% Discount
0,72,20.25,1566.9,0,21.464383561643835,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.012444930747659058,Grade E (Safe),No Action Required
0,29,25.15,702.0,0,23.4,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.13006252073220506,Grade E (Safe),No Action Required
0,2,54.4,114.1,1,38.03333333333333,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.742952201946507,Grade C (Medium Risk),Offer 10% Discount
0,10,29.6,299.05,0,27.18636363636364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.22646369431997712,Grade E (Safe),No Action Required
0,18,73.15,1305.95,0,68.73421052631579,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6841957348824294,Grade C (Medium Risk),Offer 10% Discount
1,11,95.0,1120.3,1,93.35833333333332,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.868504541814849,Grade B (High Risk),Offer 15% Discount
0,16,19.75,284.35,0,16.726470588235294,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.09503167502521631,Grade E (Safe),No Action Required
0,72,86.6,6350.5,0,86.9931506849315,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.01979520702533166,Grade E (Safe),No Action Required
0,72,109.2,7878.3,0,107.92191780821918,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.14187634892109416,Grade E (Safe),No Action Required
0,41,74.7,3187.65,0,75.89642857142857,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0.23137428575279329,Grade E (Safe),No Action Required
1,65,94.4,6126.15,0,92.82045454545454,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.3307141838049022,Grade D (Low Risk),Send Personalized Email
1,13,54.8,731.3,0,52.23571428571428,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.440904264593017,Grade D (Low Risk),Send Personalized Email
1,4,75.35,273.4,0,54.67999999999999,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6443236179066804,Grade C (Medium Risk),Offer 10% Discount
0,41,65.0,2531.8,0,60.28095238095239,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.232411302219804,Grade E (Safe),No Action Required
1,15,74.4,1074.3,1,67.14375,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8190922897062454,Grade B (High Risk),Offer 15% Discount
0,1,48.55,48.55,1,24.275,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.7268880474894001,Grade C (Medium Risk),Offer 10% Discount
0,42,99.0,4298.45,0,99.96395348837208,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0.44062832737077684,Grade D (Low Risk),Send Personalized Email
0,51,93.5,4619.55,0,88.8375,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.3767388830129006,Grade D (Low Risk),Send Personalized Email
0,2,70.4,147.15,1,49.05,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7943622872303607,Grade B (High Risk),Offer 15% Discount
1,1,40.2,40.2,1,20.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.8261710495485256,Grade B (High Risk),Offer 15% Discount
0,32,83.7,2633.3,0,79.7969696969697,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0.28173269667164436,Grade E (Safe),No Action Required
0,10,19.85,193.05,0,17.55,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.15032598261070107,Grade E (Safe),No Action Required
0,67,59.55,4103.9,0,60.35147058823529,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.11360722051401793,Grade E (Safe),No Action Required
0,61,115.1,7008.15,0,113.03467741935484,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.12621783144445986,Grade E (Safe),No Action Required
0,50,114.35,5791.1,0,113.55098039215687,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0.39958037138961744,Grade D (Low Risk),Send Personalized Email
0,2,44.6,80.55,1,26.85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.7509989210211667,Grade B (High Risk),Offer 15% Discount
1,29,45.0,1228.65,0,40.955000000000005,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.4490396991773323,Grade D (Low Risk),Send Personalized Email
1,3,41.15,132.2,1,33.05,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.8518672848138074,Grade B (High Risk),Offer 15% Discount
