gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action,Revenue_At_Risk
Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,20.89056603773585,0,0,0.0252769653650218,1092.0,5.6,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.5308162726654578
Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,96.71153846153848,1,1,0.7881905726431873,2462.5,63.81,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,77.63677140535394
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,10.1,0,0,0.4203449521164805,20.2,29.5,Low,Customer currently has low churn risk.,Regular Promotional Email,8.490968032752905
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,9.725,0,0,0.4364426231753682,19.45,30.62,Low,Customer currently has low churn risk.,Regular Promotional Email,8.488809020760911
Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,92.45128205128204,0,0,0.328869007513857,3610.0,35.69,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,31.242555713816415
Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,45.18283582089552,0,0,0.1064366943702879,3006.3,18.0,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,4.848191428566613
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,110.31666666666668,1,0,0.1876933374521113,7480.0,39.38,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,20.646267119732244
Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,16.7,0,1,0.6303447376847464,121.5,44.55,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,15.317377125739338
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,100.0417808219178,0,0,0.3465440165357398,7498.8,50.57,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,36.0925593221973
Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,28.11060606060606,0,0,0.1707057708639198,964.8,15.33,Low,Customer currently has low churn risk.,Regular Promotional Email,5.1467789915471815
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,89.12045454545455,0,1,0.5083444903605288,4057.05,49.82,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,47.962302665515885
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,18.67465753424657,0,0,0.0107605792041706,1396.8,5.65,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.20875523656090963
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,93.55178571428571,1,1,0.5709126212507635,5321.25,58.63,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,55.235796106011364
Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,57.40094339622642,0,0,0.0521804000987142,3013.4,14.23,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,3.023854185720488
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,89.86590909090908,0,1,0.6171451383193132,3940.95,57.03,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,56.56135192696505
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,75.47763157894737,1,1,0.7165383592157338,2830.5,60.09,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,54.81518448000364
Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,52.66923076923077,0,0,0.1000568370051044,3494.4,19.27,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,5.4631033004787
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,62.1,0,1,0.733895435136316,269.54999999999995,52.32,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,65.940504846998
Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,30.44189189189189,0,0,0.0752310964778069,1117.8,9.19,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,2.3359255456359045
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,96.78636363636365,1,1,0.8112782238333859,1002.5,60.31,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,81.33064193929694
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,19.88452380952381,0,0,0.0351916286107125,846.65,5.43,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.726707130811213
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,76.84285714285714,0,1,0.5377084916956837,2300.4,45.71,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,45.81276349247225
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,96.76228070175438,0,0,0.4347529620244394,5588.8,50.04,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,43.38834561003905
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,16.107142857142858,0,0,0.3454469119787755,124.2,24.62,Low,Customer currently has low churn risk.,Regular Promotional Email,7.150751077960652
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,57.3875,1,1,0.8931230667851877,223.2,63.3,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,66.44835616881797
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,43.79375,0,0,0.3171492910587501,354.90000000000003,23.45,Low,Customer currently has low churn risk.,Regular Promotional Email,16.079469056678633
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,12.58,0,0,0.3135733165297253,83.4,22.24,Low,Customer currently has low churn risk.,Regular Promotional Email,6.538003649644773
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,89.0485294117647,0,0,0.2223950289385587,2935.35,25.87,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,19.782037824084796
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,76.26785714285714,1,1,0.7601485732255313,2107.35,60.6,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,59.32959614025272
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,23.61575342465753,0,0,0.0293660014148379,1695.6,8.01,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.6915693333194326
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,9.875,0,0,0.4217049402693147,19.75,29.59,Low,Customer currently has low churn risk.,Regular Promotional Email,8.328672570318966
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,55.35208333333333,0,0,0.2028788161681093,4007.95,28.26,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,11.452509172689771
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,86.83214285714287,0,1,0.8517858897673529,1117.35,63.55,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,73.21099722550399
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,57.79423076923077,1,0,0.4537482437546943,1465.0,36.9,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,26.58964708402509
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,47.942647058823525,0,0,0.0262215474420233,3386.85,13.72,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,1.3254992231942777
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,17.725,1,1,0.8770426878303584,35.45,61.52,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,31.09116328358621
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,27.08333333333333,1,1,0.6754660073315087,88.7,47.59,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,29.956917425152415
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,27.00454545454545,0,0,0.0627821763604202,1105.1,8.27,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,1.6135019324627993
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,74.10416666666667,0,1,0.5467981038604557,1725.0,44.33,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,41.00985778953417
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,19.657692307692308,0,0,0.0133369367907543,1292.8,5.47,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.26940612317323687
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,20.181896551724137,0,0,0.0244150306184807,1117.2,5.63,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.47853460012222176
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,35.225,1,1,0.8784458491380056,70.45,61.74,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,61.8865100717725
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,88.02260273972603,0,0,0.0423798915245557,6339.599999999999,25.21,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,3.7315494487371295
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,62.62777777777777,1,1,0.540784472981867,569.2,39.85,Low,Customer currently has low churn risk.,Regular Promotional Email,38.47681525265985
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,96.31048387096774,0,0,0.2869508935622884,6164.05,41.71,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,28.996387794469243
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,81.37,0,0,0.2197569002361567,5395.2,34.31,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,18.52550668990801
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,24.391666666666666,0,0,0.0210290745892424,1700.45,7.44,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.5036463364123555
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,97.22272727272728,0,0,0.0846210325698816,6438.25,28.51,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,8.381713276046773
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,15.3375,0,0,0.221039662433628,58.8,15.68,Low,Customer currently has low churn risk.,Regular Promotional Email,4.332377383699109
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,22.825,1,1,0.7799641688176302,45.65,54.76,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,35.60536430652482
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,62.25645161290323,0,0,0.1390074979349857,1935.0,16.52,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,8.965983616806579
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,66.9625,0,0,0.3706124871871888,1042.5,29.6,Low,Customer currently has low churn risk.,Regular Promotional Email,25.75756785950962
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,62.70555555555556,0,1,0.6457043356741222,548.4,47.12,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,44.26303221046108
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,81.9375,1,1,0.845992380072593,665.0,61.55,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,80.36927610689634
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,111.69788732394366,0,0,0.2461518788479577,7570.5,43.79,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,26.621325697406625
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,82.78174603174604,0,0,0.0360256260661141,5338.2,21.25,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,3.101806404292424
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,16.214285714285715,0,0,0.2820580661673579,118.2,20.16,Low,Customer currently has low churn risk.,Regular Promotional Email,5.556543903496951
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,76.85333333333332,0,1,0.7100234111591528,1132.6,53.68,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,57.44089396277546
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,79.21521739130435,0,1,0.7765722643426527,1851.3,60.86,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,65.34855604443423
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,18.256521739130434,0,0,0.0989075117982041,443.3,8.48,Low,Customer currently has low churn risk.,Regular Promotional Email,1.9929863627338125
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,60.23529411764706,0,0,0.0823540347414023,1028.0,9.37,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,5.2912467321350976
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,22.87272727272727,0,0,0.1178080149836751,257.0,9.15,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,3.02766598508045
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,54.61071428571428,0,0,0.3797627264071402,728.0,29.14,Low,Customer currently has low churn risk.,Regular Promotional Email,21.266712678799852
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,75.82619047619048,1,1,0.643363619930776,1648.0,50.82,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,53.013162282295944
