gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,110.31666666666668,1,0,0.18769333745211136,7480.0,39.38,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,16.7,0,1,0.6303447376847464,121.5,44.55,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,100.0417808219178,0,0,0.34654401653573985,7498.8,50.57,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,28.11060606060606,0,0,0.17070577086391986,964.8,15.33,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,89.12045454545455,0,1,0.5083444903605288,4057.0499999999997,49.82,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,18.67465753424657,0,0,0.010760579204170654,1396.8,5.65,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,93.55178571428571,1,1,0.5709126212507635,5321.25,58.63,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,57.40094339622642,0,0,0.05218040009871422,3013.4,14.23,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,89.86590909090908,0,1,0.6171451383193132,3940.9500000000003,57.03,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,75.47763157894737,1,1,0.7165383592157338,2830.5,60.09,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,52.66923076923077,0,0,0.10005683700510448,3494.4,19.27,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,62.1,0,1,0.733895435136316,269.54999999999995,52.32,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,30.44189189189189,0,0,0.07523109647780694,1117.8,9.19,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,96.78636363636365,1,1,0.8112782238333859,1002.5,60.31,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,19.88452380952381,0,0,0.03519162861071259,846.65,5.43,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,76.84285714285714,0,1,0.5377084916956837,2300.4,45.71,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,96.76228070175438,0,0,0.43475296202443947,5588.8,50.04,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,16.107142857142858,0,0,0.3454469119787755,124.19999999999999,24.62,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,57.3875,1,1,0.8931230667851877,223.20000000000002,63.3,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,43.79375,0,0,0.3171492910587501,354.90000000000003,23.45,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,12.58,0,0,0.3135733165297253,83.4,22.24,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,89.0485294117647,0,0,0.22239502893855873,2935.35,25.87,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,76.26785714285714,1,1,0.7601485732255313,2107.35,60.6,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,23.61575342465753,0,0,0.029366001414837983,1695.6000000000001,8.01,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,9.875,0,0,0.42170494026931477,19.75,29.59,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,55.35208333333333,0,0,0.20287881616810932,4007.9500000000003,28.26,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,86.83214285714287,0,1,0.8517858897673529,1117.3500000000001,63.55,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,57.79423076923077,1,0,0.45374824375469436,1465.0,36.9,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,47.942647058823525,0,0,0.026221547442023374,3386.85,13.72,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,17.725,1,1,0.8770426878303584,35.45,61.52,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,27.08333333333333,1,1,0.6754660073315087,88.7,47.59,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,27.00454545454545,0,0,0.06278217636042029,1105.1,8.27,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,74.10416666666667,0,1,0.5467981038604557,1725.0,44.33,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,19.657692307692308,0,0,0.013336936790754367,1292.8,5.47,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,20.181896551724137,0,0,0.024415030618480757,1117.2,5.63,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,35.225,1,1,0.8784458491380056,70.45,61.74,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,88.02260273972603,0,0,0.04237989152455576,6339.599999999999,25.21,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,62.62777777777777,1,1,0.540784472981867,569.2,39.85,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,96.31048387096774,0,0,0.2869508935622884,6164.05,41.71,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,81.37,0,0,0.2197569002361567,5395.2,34.31,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,24.391666666666666,0,0,0.02102907458924244,1700.45,7.44,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,97.22272727272728,0,0,0.08462103256988168,6438.25,28.51,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,15.3375,0,0,0.22103966243362808,58.800000000000004,15.68,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,22.825,1,1,0.7799641688176302,45.65,54.76,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,62.25645161290323,0,0,0.13900749793498574,1935.0,16.52,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,66.9625,0,0,0.3706124871871888,1042.5,29.6,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,62.70555555555556,0,1,0.6457043356741222,548.4,47.12,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,81.9375,1,1,0.845992380072593,665.0,61.55,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,111.69788732394366,0,0,0.2461518788479577,7570.5,43.79,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,82.78174603174604,0,0,0.03602562606611412,5338.2,21.25,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,16.214285714285715,0,0,0.28205806616735796,118.19999999999999,20.16,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,76.85333333333332,0,1,0.7100234111591528,1132.6000000000001,53.68,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,79.21521739130435,0,1,0.7765722643426527,1851.3000000000002,60.86,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,18.256521739130434,0,0,0.09890751179820416,443.29999999999995,8.48,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,60.23529411764706,0,0,0.0823540347414023,1028.0,9.37,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,22.87272727272727,0,0,0.11780801498367517,257.0,9.15,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,54.61071428571428,0,0,0.37976272640714026,728.0,29.14,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,75.82619047619048,1,1,0.643363619930776,1648.0,50.82,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,45.06666666666666,0,1,0.8841730205210186,139.4,62.38,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,73.30092592592592,0,0,0.08599107890462697,3916.7000000000003,19.76,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,19.491666666666667,0,0,0.12870863459690646,226.60000000000002,9.8,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,19.477857142857143,0,0,0.015543746352764095,1373.1,5.91,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,54.6,1,1,0.799606737249454,283.6,56.97,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,85.67739726027396,0,0,0.05659662405759149,6411.599999999999,26.46,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,44.93559322033898,1,0,0.43233433339124316,2627.3999999999996,39.48,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,18.905882352941177,0,0,0.2800400776984447,326.4,20.75,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,80.4375,0,0,0.20788157922043812,3622.75,27.26,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,80.93333333333334,1,1,0.9145912539182598,208.8,64.75,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
